,zpid,id,providerListingId,imgSrc,hasImage,detailUrl,statusType,statusText,countryCurrency,price,unformattedPrice,address,addressStreet,addressCity,addressState,addressZipcode,isUndisclosedAddress,beds,baths,area,latLong,isZillowOwned,variableData,badgeInfo,hdpData,isSaved,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,zestimate,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,brokerName,info6String,hasAdditionalAttributions,isFeaturedListing,availabilityDate,list,relaxed,utcDateTime,info2String,info3String,hasOpenHouse,openHouseStartDate,openHouseEndDate,openHouseDescription,info1String,builderName
238,2061454304,2061454304,,https://photos.zillowstatic.com/fp/c377d22acb1572fddcb1f3e6e3e5679b-p_e.jpg,True,https://www.zillow.com/homedetails/32-Taylor's-Ln-40-Rowley-MA-01969/2061454304_zpid/,FOR_SALE,House for sale,$,"$1,255,000",1255000,"32 Taylor's Ln #40, Rowley, MA 01969",32 Taylor's Ln #40,Rowley,MA,01969,False,4,3.0,3656.0,"{'latitude': 42.724255, 'longitude': -70.914}",False,"{'type': 'DAYS_ON', 'text': '8 days on Zillow'}",,"{'homeInfo': {'zpid': 2061454304, 'streetAddress': ""32 Taylor's Ln #40"", 'zipcode': '01969', 'city': 'Rowley', 'state': 'MA', 'latitude': 42.724255, 'longitude': -70.914, 'price': 1255000.0, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 3656.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1255000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 40', 'lotAreaValue': 0.55, 'lotAreaUnit': 'acres'}}",False,False,False,ForSale,For Sale (Broker),,False,False,False,False,Bentley's,Heather Rogers,True,False,,True,False,2022-10-11 08:09:59.623744,,,,,,,,
239,2063416530,2063416530,,https://photos.zillowstatic.com/fp/4e56a1c2a4422762cb4b810ecd380c56-p_e.jpg,True,https://www.zillow.com/homedetails/172-Westford-St-Dunstable-MA-01827/2063416530_zpid/,FOR_SALE,House for sale,$,"$1,270,000",1270000,"172 Westford St, Dunstable, MA 01827",172 Westford St,Dunstable,MA,01827,False,4,3.0,3201.0,"{'latitude': 42.66482, 'longitude': -71.473656}",False,"{'type': 'DAYS_ON', 'text': '100 days on Zillow'}",,"{'homeInfo': {'zpid': 2063416530, 'streetAddress': '172 Westford St', 'zipcode': '01827', 'city': 'Dunstable', 'state': 'MA', 'latitude': 42.66482, 'longitude': -71.473656, 'price': 1270000.0, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 3201.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1270000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'lotAreaValue': 2.06, 'lotAreaUnit': 'acres'}}",False,False,False,ForSale,For Sale (Broker),,False,False,False,False,Coldwell Banker Realty - Westford,Jenepher Spencer,True,False,,True,False,2022-10-11 08:09:59.623744,,,,,,,,
240,124635538,124635538,,https://photos.zillowstatic.com/fp/1e7b3bdd41ecfb6d427e166cd6bc49a2-p_e.jpg,True,https://www.zillow.com/homedetails/8-Van-Etten-Dr-Greenland-NH-03840/124635538_zpid/,FOR_SALE,Active,$,"$1,275,000",1275000,"8 Van Etten Drive, Greenland, NH 03840",8 Van Etten Drive,Greenland,NH,03840,False,4,4.0,4388.0,"{'latitude': 43.034317, 'longitude': -70.86264}",False,"{'type': 'PRICE_REDUCTION', 'text': '$100,000 (Oct 9)'}",,"{'homeInfo': {'zpid': 124635538, 'streetAddress': '8 Van Etten Drive', 'zipcode': '03840', 'city': 'Greenland', 'state': 'NH', 'latitude': 43.034317, 'longitude': -70.86264, 'price': 1275000.0, 'datePriceChanged': 1665298800000, 'bathrooms': 4.0, 'bedrooms': 4.0, 'livingArea': 4388.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$100,000 (Oct 9)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1275000.0, 'priceChange': -100000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 576800.0, 'lotAreaValue': 0.3600091827364555, 'lotAreaUnit': 'acres'}}",False,False,False,ForSale,For Sale (Broker),,False,False,False,False,,,False,False,,True,False,2022-10-11 08:10:11.936528,Listing provided by NEREN,,,,,,,
241,166023374,166023374,,https://photos.zillowstatic.com/fp/95097d20a71407421eec2e0c756e7f59-p_e.jpg,True,https://www.zillow.com/homedetails/55-Allen-Farm-Ln-Concord-MA-01742/166023374_zpid/,FOR_SALE,House for sale,$,"$1,275,000",1275000,"55 Allen Farm Ln, Concord, MA 01742",55 Allen Farm Ln,Concord,MA,01742,False,3,3.0,3254.0,"{'latitude': 42.460323, 'longitude': -71.37911}",False,"{'type': 'DAYS_ON', 'text': '8 days on Zillow'}",,"{'homeInfo': {'zpid': 166023374, 'streetAddress': '55 Allen Farm Ln', 'zipcode': '01742', 'city': 'Concord', 'state': 'MA', 'latitude': 42.460323, 'longitude': -71.37911, 'price': 1275000.0, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 3254.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 1282742, 'rentZestimate': 4749, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1275000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 1080900.0, 'lotAreaValue': 0.49000000000000005, 'lotAreaUnit': 'acres'}}",False,False,False,ForSale,For Sale (Broker),1282742.0,False,False,False,False,Coldwell Banker Realty - Northborough,Joyce Crommett,True,False,,True,False,2022-10-11 08:10:11.936528,,,,,,,,
242,170486997,170486997,,https://photos.zillowstatic.com/fp/c2d339aa0d6214b3289734be59837451-p_e.jpg,True,https://www.zillow.com/homedetails/30-Baywood-Dr-Hampstead-NH-03841/170486997_zpid/,FOR_SALE,House for sale,$,"$1,275,000",1275000,"30 Baywood Dr, Hampstead, NH 03841",30 Baywood Dr,Hampstead,NH,03841,False,4,4.0,3800.0,"{'latitude': 42.89205, 'longitude': -71.1632}",False,"{'type': 'DAYS_ON', 'text': '8 days on Zillow'}",,"{'homeInfo': {'zpid': 170486997, 'streetAddress': '30 Baywood Dr', 'zipcode': '03841', 'city': 'Hampstead', 'state': 'NH', 'latitude': 42.89205, 'longitude': -71.1632, 'price': 1275000.0, 'bathrooms': 4.0, 'bedrooms': 4.0, 'livingArea': 3800.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 1258167, 'rentZestimate': 4381, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1275000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 19500.0, 'lotAreaValue': 3920.4, 'lotAreaUnit': 'sqft'}}",False,False,False,ForSale,For Sale (Broker),1258167.0,False,False,False,False,Berkshire Hathaway HomeServices Verani Realty,Jane Cresta,True,False,,True,False,2022-10-11 08:10:11.936528,,,,,,,,
243,2061608411,2061608411,,https://photos.zillowstatic.com/fp/0205bacceedd2fc873409e073e27ceed-p_e.jpg,True,https://www.zillow.com/homedetails/40-5-Quimby-Rd-Bow-NH-03304/2061608411_zpid/,FOR_SALE,Active,$,"$1,275,000",1275000,"40-5 Quimby Road, Bow, NH 03304",40-5 Quimby Road,Bow,NH,03304,False,4,3.0,3198.0,{},False,"{'type': 'DAYS_ON', 'text': '29 days on Zillow'}",,"{'homeInfo': {'zpid': 2061608411, 'streetAddress': '40-5 Quimby Road', 'zipcode': '03304', 'city': 'Bow', 'state': 'NH', 'price': 1275000.0, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 3198.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_newHome': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1275000.0, 'newConstructionType': 'BUILDER_SPEC', 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'lotAreaValue': 5.38, 'lotAreaUnit': 'acres'}}",False,False,False,ForSale,New Construction,,False,False,False,False,,,False,False,,True,False,2022-10-11 08:10:11.936528,Listing provided by NEREN,,,,,,,
244,2062172140,2062172140,,https://photos.zillowstatic.com/fp/3c7a11430920b76536c21098e2fd4578-p_e.jpg,True,https://www.zillow.com/homedetails/5-Tequila-Sunrise-Dr-Wells-ME-04090/2062172140_zpid/,FOR_SALE,Active,$,"$1,275,000",1275000,"Lot #5 Tequila Sunrise (Ridings Road) Drive, Wells, ME 04090",Lot #5 Tequila Sunrise (Ridings Road) Drive,Wells,ME,04090,False,3,3.0,2992.0,"{'latitude': 43.295574, 'longitude': -70.58403}",False,,,"{'homeInfo': {'zpid': 2062172140, 'streetAddress': 'Lot #5 Tequila Sunrise (Ridings Road) Drive', 'zipcode': '04090', 'city': 'Wells', 'state': 'ME', 'latitude': 43.295574, 'longitude': -70.58403, 'price': 1275000.0, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 2992.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1275000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'lotAreaValue': 0.5, 'lotAreaUnit': 'acres'}}",False,False,False,ForSale,For Sale (Broker),,False,False,False,False,Portside Real Estate Group,,True,False,,True,False,2022-10-11 08:10:11.936528,,https://photos.zillowstatic.com/fp/007c8aec25461d8203718eefd656ac5e-zillow_web_48_23.jpg,,,,,,
245,2062912835,2062912835,,https://photos.zillowstatic.com/fp/407e55b108516262bcfb68ebbfbc54ce-p_e.jpg,True,https://www.zillow.com/homedetails/5-Lorenzos-Ln-Hollis-NH-03049/2062912835_zpid/,FOR_SALE,House for sale,$,"$1,275,000",1275000,"5 Lorenzos Ln, Hollis, NH 03049",5 Lorenzos Ln,Hollis,NH,03049,False,4,3.0,3115.0,{},False,"{'type': 'DAYS_ON', 'text': '24 days on Zillow'}",,"{'homeInfo': {'zpid': 2062912835, 'streetAddress': '5 Lorenzos Ln', 'zipcode': '03049', 'city': 'Hollis', 'state': 'NH', 'price': 1275000.0, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 3115.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1275000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'lotAreaValue': 1.86, 'lotAreaUnit': 'acres'}}",False,False,False,ForSale,For Sale (Broker),,False,False,False,False,Keller Williams Gateway Realty,Cheryl Kisiday,True,False,,True,False,2022-10-11 08:10:11.936528,,,,,,,,
246,2062988191,2062988191,29104586,https://photos.zillowstatic.com/fp/399ef3acbea5cf90d31c56937cd2845e-p_e.jpg,True,https://www.zillow.com/community/oak-ridge/2062988191_zpid/,FOR_SALE,New construction,$,"$1,275,000+",1275000,"25 Aurora Avenue Plan, Oak Ridge","25 Aurora Avenue Plan, Oak Ridge",Saratoga Springs,NY,12866,False,3,3.0,4715.0,"{'latitude': 43.065407, 'longitude': -73.72495}",False,"{'type': 'OPEN_HOUSE', 'text': 'Open: Open 7 days a wee...'}",,"{'homeInfo': {'zpid': 2062988191, 'streetAddress': '25 Aurora Avenue Plan, Oak Ridge', 'zipcode': '12866', 'city': 'Saratoga Springs', 'state': 'NY', 'latitude': 43.065407, 'longitude': -73.72495, 'price': 1275000.0, 'datePriceChanged': 1663398000000, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 4715.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'group_type': 'BUILDER_COMMUNITY', 'listing_sub_type': {'is_newHome': True}, 'priceSuffix': '+', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1275000.0, 'priceChange': 85000, 'providerListingID': '29104586', 'newConstructionType': 'BUILDER_PLAN', 'isNonOwnerOccupied': True, 'isPremierBuilder': True, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# PHGMH5'}}",False,False,False,ForSale,New Construction,,False,False,False,False,Listing by: Beechwood Homes,,True,False,,True,False,2022-10-11 08:10:11.936528,,,,,,,,
247,2066454610,2066454610,,https://photos.zillowstatic.com/fp/1bf2ac31d91a57795b30a79b773c8be8-p_e.jpg,True,https://www.zillow.com/homedetails/6-285-Blackberry-Lane-Western-View-Ln-Rumford-ME-04276/2066454610_zpid/,FOR_SALE,Active,$,"$1,275,000",1275000,"6/285 Blackberry lane/ Western View Lane, Rumford, ME 04276",6/285 Blackberry lane/ Western View Lane,Rumford,ME,04276,False,3,2.0,1159.0,"{'latitude': 44.521355, 'longitude': -70.62157}",False,,,"{'homeInfo': {'zpid': 2066454610, 'streetAddress': '6/285 Blackberry lane/ Western View Lane', 'zipcode': '04276', 'city': 'Rumford', 'state': 'ME', 'latitude': 44.521355, 'longitude': -70.62157, 'price': 1275000.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1159.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1275000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'lotAreaValue': 48.92, 'lotAreaUnit': 'acres'}}",False,False,False,ForSale,For Sale (Broker),,False,False,False,False,Berkshire Hathaway HomeServices Northeast Real Estate,,True,False,,True,False,2022-10-11 08:10:11.936528,,https://photos.zillowstatic.com/fp/007c8aec25461d8203718eefd656ac5e-zillow_web_48_23.jpg,,,,,,
248,2067441224,2067441224,,https://photos.zillowstatic.com/fp/22d0fc7e51dc797fbcdf7f1b58b84591-p_e.jpg,True,https://www.zillow.com/homedetails/5-Lorenzos-Ln-18-Hollis-NH-03049/2067441224_zpid/,FOR_SALE,Active,$,"$1,275,000",1275000,"5 Lorenzo's Lane UNIT 18, Hollis, NH 03049",5 Lorenzo's Lane UNIT 18,Hollis,NH,03049,False,4,3.0,3115.0,{},False,"{'type': 'DAYS_ON', 'text': '3 days on Zillow'}",,"{'homeInfo': {'zpid': 2067441224, 'streetAddress': ""5 Lorenzo's Lane UNIT 18"", 'zipcode': '03049', 'city': 'Hollis', 'state': 'NH', 'price': 1275000.0, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 3115.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 1275066, 'rentZestimate': 7157, 'listing_sub_type': {'is_newHome': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1275000.0, 'newConstructionType': 'BUILDER_SPEC', 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 18', 'lotAreaValue': 1.86, 'lotAreaUnit': 'acres'}}",False,False,False,ForSale,New Construction,1275066.0,False,False,False,False,,,False,False,,True,False,2022-10-11 08:10:11.936528,Listing provided by NEREN,,,,,,,
249,306877513,306877513,29104586,https://photos.zillowstatic.com/fp/6a8863ff9fb0d58c72913a6369f47457-p_e.jpg,True,https://www.zillow.com/homedetails/25-Aurora-Ave-Saratoga-Springs-NY-12866/306877513_zpid/,FOR_SALE,New construction,$,"$1,275,000",1275000,"25 Aurora Avenue, Saratoga Springs, NY 12866",25 Aurora Avenue,Saratoga Springs,NY,12866,False,3,4.0,2442.0,"{'latitude': 43.064384, 'longitude': -73.72292}",False,"{'type': 'OPEN_HOUSE', 'text': 'Open: Open 7 days a wee...'}",,"{'homeInfo': {'zpid': 306877513, 'streetAddress': '25 Aurora Avenue', 'zipcode': '12866', 'city': 'Saratoga Springs', 'state': 'NY', 'latitude': 43.064384, 'longitude': -73.72292, 'price': 1275000.0, 'datePriceChanged': 1663225200000, 'bathrooms': 4.0, 'bedrooms': 3.0, 'livingArea': 2442.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 1196800, 'rentZestimate': 5524, 'listing_sub_type': {'is_newHome': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1275000.0, 'priceChange': 85000, 'providerListingID': '29104586', 'newConstructionType': 'BUILDER_SPEC', 'isNonOwnerOccupied': True, 'isPremierBuilder': True, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 105246.0, 'lotAreaValue': 7405.2, 'lotAreaUnit': 'sqft'}}",False,False,False,ForSale,New Construction,1196800.0,False,False,False,False,Listing by: Premier Properties at Meadowbrook Pointe LLC,,True,False,,True,False,2022-10-11 08:10:11.936528,,,,,,,,Beechwood Homes
250,331592323,331592323,,https://photos.zillowstatic.com/fp/491b5a1be7adf0a96b1fba87716ef090-p_e.jpg,True,https://www.zillow.com/homedetails/20-Bluebird-Way-Littleton-MA-01460/331592323_zpid/,FOR_SALE,House for sale,$,"$1,275,000",1275000,"20 Bluebird Way, Littleton, MA 01460",20 Bluebird Way,Littleton,MA,01460,False,4,4.0,4032.0,"{'latitude': 42.56017, 'longitude': -71.51619}",False,"{'type': 'DAYS_ON', 'text': '8 days on Zillow'}",,"{'homeInfo': {'zpid': 331592323, 'streetAddress': '20 Bluebird Way', 'zipcode': '01460', 'city': 'Littleton', 'state': 'MA', 'latitude': 42.56017, 'longitude': -71.51619, 'price': 1275000.0, 'bathrooms': 4.0, 'bedrooms': 4.0, 'livingArea': 4032.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 1295800, 'rentZestimate': 5000, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1275000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 194200.0, 'lotAreaValue': 0.96, 'lotAreaUnit': 'acres'}}",False,False,False,ForSale,For Sale (Broker),1295800.0,False,False,False,False,LAER Realty Partners,Kanniard Residential Group,True,False,,True,False,2022-10-11 08:10:11.936528,,,,,,,,
251,57128770,57128770,,https://photos.zillowstatic.com/fp/71c122967f763584928f1169fd7365a0-p_e.jpg,True,https://www.zillow.com/homedetails/2-Old-Lowell-Rd-Westford-MA-01886/57128770_zpid/,FOR_SALE,House for sale,$,"$1,275,000",1275000,"2 Old Lowell Rd, Westford, MA 01886",2 Old Lowell Rd,Westford,MA,01886,False,4,4.0,5205.0,"{'latitude': 42.551365, 'longitude': -71.41886}",False,"{'type': 'DAYS_ON', 'text': '6 days on Zillow'}",,"{'homeInfo': {'zpid': 57128770, 'streetAddress': '2 Old Lowell Rd', 'zipcode': '01886', 'city': 'Westford', 'state': 'MA', 'latitude': 42.551365, 'longitude': -71.41886, 'price': 1275000.0, 'bathrooms': 4.0, 'bedrooms': 4.0, 'livingArea': 5205.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 1275007, 'rentZestimate': 8027, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1275000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 899700.0, 'lotAreaValue': 3.16, 'lotAreaUnit': 'acres'}}",False,False,False,ForSale,For Sale (Broker),1275007.0,False,False,False,False,Keller Williams Realty-Merrimack,Markel Group,True,False,,True,False,2022-10-11 08:10:11.936528,,,,,,,,
252,81600555,81600555,,https://photos.zillowstatic.com/fp/a37d1c8d5cb105f9884fbe66d16a6629-p_e.jpg,True,https://www.zillow.com/homedetails/397-Mountain-View-Rd-West-Burke-VT-05871/81600555_zpid/,FOR_SALE,Active,$,"$1,275,000",1275000,"397 Mountain View Road, Newark, VT 05871",397 Mountain View Road,West Burke,VT,05871,False,5,4.0,6000.0,"{'latitude': 44.752995, 'longitude': -71.92575}",False,"{'type': 'DAYS_ON', 'text': '53 days on Zillow'}",,"{'homeInfo': {'zpid': 81600555, 'streetAddress': '397 Mountain View Road', 'zipcode': '05871', 'city': 'West Burke', 'state': 'VT', 'latitude': 44.752995, 'longitude': -71.92575, 'price': 1275000.0, 'bathrooms': 4.0, 'bedrooms': 5.0, 'livingArea': 6000.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 1252004, 'rentZestimate': 4418, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1275000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 392500.0, 'lotAreaValue': 20.4, 'lotAreaUnit': 'acres'}}",False,False,False,ForSale,For Sale (Broker),1252004.0,False,False,False,False,,,False,False,,True,False,2022-10-11 08:10:11.936528,Listing provided by NEREN,,,,,,,
253,56035305,56035305,,https://photos.zillowstatic.com/fp/e7bf59cf50373831243beb75abe312b9-p_e.jpg,True,https://www.zillow.com/homedetails/62-North-St-Andover-MA-01810/56035305_zpid/,FOR_SALE,House for sale,$,"$1,280,000",1280000,"62 North St, Andover, MA 01810",62 North St,Andover,MA,01810,False,4,3.0,2824.0,"{'latitude': 42.680077, 'longitude': -71.19101}",False,"{'type': 'PRICE_REDUCTION', 'text': '$70,000 (Sep 27)'}",,"{'homeInfo': {'zpid': 56035305, 'streetAddress': '62 North St', 'zipcode': '01810', 'city': 'Andover', 'state': 'MA', 'latitude': 42.680077, 'longitude': -71.19101, 'price': 1280000.0, 'datePriceChanged': 1664262000000, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 2824.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 1257900, 'rentZestimate': 5741, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$70,000 (Sep 27)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1280000.0, 'priceChange': -70000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 794600.0, 'lotAreaValue': 1.51, 'lotAreaUnit': 'acres'}}",False,False,False,ForSale,For Sale (Broker),1257900.0,False,False,False,False,Coldwell Banker Realty - Andover,Pari Fard,True,False,,True,False,2022-10-11 08:10:11.936528,,,,,,,,
254,2062635323,2062635323,,https://photos.zillowstatic.com/fp/c42a8e375b92794f1b7ad13a2d4725d9-p_e.jpg,True,https://www.zillow.com/homedetails/1157-Blackmer-Rd-South-Royalton-VT-05068/2062635323_zpid/,FOR_SALE,Active,$,"$1,285,000",1285000,"1157 Blackmer Road, Pomfret, VT 05067",1157 Blackmer Road,South Royalton,VT,05068,False,6,3.0,3302.0,"{'latitude': 43.74673, 'longitude': -72.5066}",False,"{'type': 'PRICE_REDUCTION', 'text': '$100,000 (Aug 23)'}",,"{'homeInfo': {'zpid': 2062635323, 'streetAddress': '1157 Blackmer Road', 'zipcode': '05068', 'city': 'South Royalton', 'state': 'VT', 'latitude': 43.74673, 'longitude': -72.5066, 'price': 1285000.0, 'datePriceChanged': 1661238000000, 'bathrooms': 3.0, 'bedrooms': 6.0, 'livingArea': 3302.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$100,000 (Aug 23)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1285000.0, 'priceChange': -100000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'lotAreaValue': 55.26, 'lotAreaUnit': 'acres'}}",False,False,False,ForSale,For Sale (Broker),,False,False,False,False,,,False,False,,True,False,2022-10-11 08:10:11.936528,Listing provided by NEREN,,,,,,,
